Time (s),X-Axis (m/s2),Y- Axis (m/s2),Z-Axis (m/s2)
0.380186302,-1.7225164142042892E-4,-0.00870278456588447,0.005832549908266316,
0.389989896,-0.004926200055812124,-0.00696222765270757,-0.003952887075339362,
0.400238073,-0.002025600547579387,0.0040070272841144505,-0.006993028654411759,
0.409997604,-0.004493519683668984,3.325825816860861E-4,0.0020670150647514873,
0.420013385,-0.0035948157469351816,2.6606606534887445E-4,0.005484331045941815,
0.430017604,-9.604931004778272E-4,0.008831982510024455,-0.004231462165199318,
0.440479948,-0.004599125395451847,-0.002511223398260959,-5.119397516910595E-4,
0.450012239,0.0020667900957784258,8.640605269966961E-4,0.005336145220130817,
0.460200104,0.0016534320766227462,0.0016489281701325131,0.005226405189777239,
0.470072552,0.0022804254098333643,-0.0015538967094994582,-0.002522061883334814,
0.48001125,-0.002006378666273928,0.0016299218780058966,-0.006806620453932766,
0.489987708,0.0022256160611214826,0.0041769767480101805,0.005089371605603077,
0.500015729,0.005611211843037811,0.001426221901337843,0.002156519257138001,
0.510418437,-0.015622317165736976,0.0011409775210702855,0.0036401934330534402,
0.519993281,-0.35917828033018484,0.053585221830470126,-0.11584013407191662,
0.530007291,-0.21934726675072014,-0.04140771789275588,0.03182664152176429,
0.540008698,0.4786180747372413,-0.07717949043053773,0.21125080296350518,
0.550171875,0.38193678004125786,0.04838968602547339,0.03971368558369548,
0.5601125,-0.055496186871687295,0.03009262512309782,-0.23829435915023112,
0.570231041,-0.05397375890363035,0.011624251446592265,-0.0699682204744807,
0.580262344,-0.07095174367228171,-0.018473341352568118,0.09533920535869633,
0.589990573,-0.06346516509850042,-0.024355482488335023,0.1088328572068793,
0.600036979,-1.5057722721228961E-5,6.269125704281842E-4,-0.010617430054807642,
0.610261719,9.456335703581786E-4,0.020612822656974256,-0.08223509394619022,
0.622945781,-0.010735662047064276,-0.00745175346919294,0.04147205667898568,
0.640034896,-0.010503889134721722,-0.005961402775354341,0.0532887293275639,
0.650185781,-0.004572380392707798,-9.384032261428588E-4,-0.010041593442245755,
0.660001354,-0.003657904314166238,0.011699126070971705,-0.0568751326639525,
0.670279375,0.004735114536948276,-0.005005907292178924,-0.02060005119952102,
0.680167916,-0.006746397525257047,-0.006877777000277557,0.035234283991554705,
0.690185573,-0.007312477517275956,-0.003586850182222795,-0.010119762748162842,
0.700182187,-0.003934622516750447,0.004791957842503025,-0.027249405169232688,
0.710022708,0.0073867911414153276,-9.548324686733667E-4,-7.301881978865055E-4,
0.720002135,-7.943253266138317E-4,-0.005552276638543435,0.01665370344559669,
0.73011875,0.003195258732849565,3.4658935276998815E-4,0.020984400744758602,
0.739985781,-0.005105242922930547,0.006981029721962073,-0.014815720370989993,
0.750176823,-0.004084194338344449,0.011330914189709551,-0.00993683532999512,
0.760050312,-0.0013519959736052467,-0.0072158362942589815,0.004500177732097654,
0.770008229,8.337746391150758E-4,-0.002899629789801711,0.017007277195443038,
0.780132812,-2.9066003724309564E-4,-0.004235063328911687,0.002113664773933266,
0.789987396,-0.005020938693399202,-0.002430370914594193,-0.016504411198431157,
0.80020526,0.0036446989544908492,0.0018864222624652704,-0.008415320950932781,
0.810130104,-0.0018726515000120625,0.007255216301183143,0.0018866702412072556,
0.820204896,4.172502179896065E-4,-0.0066456756109394555,0.00438256617343491,
0.8300075,-0.005412290237748196,-0.0034011690707523023,-0.005112874063204487,
0.839981093,4.585665524772242E-4,0.00302514323460909,6.979087572496212E-4,
0.850011562,0.006112943654121683,0.002420114587687261,-0.0023149029746694083,
0.85998052,-0.0018134152373777135,-0.0018946273239908162,0.008682745589014829,
0.870005052,0.00333767847370256,-0.0024733816077278092,0.0031154774770705274,
0.880009635,-0.024144914021880237,-0.12073110139290222,0.5215551871574373,
0.890057031,0.20095061956183846,-0.2584329255097686,1.7934312835150124,
0.900024635,0.3024972355233569,0.5048104041676856,-2.780965422406741,
0.909979583,-0.44944768143757674,0.1136710764059335,-0.7154675283550791,
0.920028281,0.1623778482829373,-0.14082185557771446,1.5230315559292187,
0.930024843,-0.1564442582484213,0.08175168479451561,-0.43836262757107747,
0.939983073,-0.25923069060294845,0.0864703231650116,-0.7385509724181905,
0.950031041,0.13546513127923793,-0.07064512631515488,0.8351457027783376,
0.959977708,-0.03144926939296097,0.03733660967175305,-0.21294956936912612,
0.970003489,-0.15444631269683337,0.03274232996324014,-0.36668381321014465,
0.980097291,-0.3045587133654745,0.023320821744754403,-0.2665320176091317,
0.989987291,-0.06839138597558275,0.16901252096697053,-0.17779165412636821,
0.9999975,0.43849243855229747,-0.13485593457377465,1.0826407916891405,
1.009975573,-0.030362958623951802,0.028105913723655437,0.03771831572436035,
